participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decisions,player.decisions_initial,player.decisions_final,player.show_ai,player.points,player.decisions_result,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,5bp19y83,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 17:00:42.907032+00:00,1,,,600,2,"{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Reject"",""2604708"":""Approve"",""3151559"":""Reject"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}",,80,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 10, ""1528128"": 10, ""1508682"": 10, ""1427798"": 10, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": 10}",80,80,80,1,80,10,ubdnlpx4,sep24-1pm,,,,player 4 did not seem to take this seriously... just stared off randomly and did not even make decisions at some points,0
3,n7r4fbnt,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 17:01:43.313583+00:00,1,,,720,3,"{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}",{},,60,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 10, ""1528128"": 10, ""1508682"": 10, ""1427798"": 10, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": -10}",80,80,60,1,80,10,ubdnlpx4,sep24-1pm,,,,player 4 did not seem to take this seriously... just stared off randomly and did not even make decisions at some points,0
4,c26k9uul,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 17:04:52.402499+00:00,1,,,320,4,"{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Reject""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Reject""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Reject""}",,10,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 10, ""1528128"": 10, ""1508682"": -10, ""1427798"": 0, ""3157428"": 0, ""1454668"": 0, ""1328666"": 10, ""1290462"": -10}",80,80,10,1,80,10,ubdnlpx4,sep24-1pm,,,,player 4 did not seem to take this seriously... just stared off randomly and did not even make decisions at some points,0
5,0x4c3hu9,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 16:59:43.032227+00:00,1,,,440,5,"{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}",,60,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 10, ""1528128"": 10, ""1508682"": -10, ""1427798"": 10, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": 10}",80,80,60,1,80,10,ubdnlpx4,sep24-1pm,,,,player 4 did not seem to take this seriously... just stared off randomly and did not even make decisions at some points,0
6,kpizr29f,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-24 17:00:10.533127+00:00,1,,,350,6,"{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Reject"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Reject"",""3151559"":""Reject"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Reject"",""3151559"":""Approve"",""3157428"":""Approve""}",,40,"{""3151559"": -10, ""2604708"": 0, ""1592631"": 10, ""1528128"": 10, ""1508682"": -10, ""1427798"": 0, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": 10}",80,80,40,1,80,10,ubdnlpx4,sep24-1pm,,,,player 4 did not seem to take this seriously... just stared off randomly and did not even make decisions at some points,0
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},81,81,0,1,81,1,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},81,81,0,1,81,1,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},82,82,0,1,82,2,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},82,82,0,1,82,2,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},83,83,0,1,83,3,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},83,83,0,1,83,3,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},84,84,0,1,84,4,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},84,84,0,1,84,4,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},85,85,0,1,85,5,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},85,85,0,1,85,5,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},86,86,0,1,86,6,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},86,86,0,1,86,6,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},87,87,0,1,87,7,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},87,87,0,1,87,7,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},88,88,0,1,88,8,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},88,88,0,1,88,8,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},89,89,0,1,89,9,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},89,89,0,1,89,9,p9gsvaxp,,,,,,1
1,f8778pae,,0,1,80,unnamed_project,1,Instructions,150.210.231.20,2018-09-25 15:23:51.398965+00:00,1,,,0,1,{},{},{},,0,{},90,90,0,1,90,10,p9gsvaxp,,,,,,1
2,52ajkts5,,0,0,80,,,,,,0,,,0,2,{},{},{},,0,{},90,90,0,1,90,10,p9gsvaxp,,,,,,1
1,64ze8dic,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:32:43.097340+00:00,1,,,610,1,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Approve"",""3158207"":""Approve"",""3235599"":""Approve""}","{""1334596"":""Reject"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Approve"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Approve"",""3158207"":""Approve"",""3235599"":""Approve""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Approve"",""3158207"":""Approve"",""3235599"":""Approve""}",,50,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 10, ""1529432"": 0, ""1334596"": 10, ""3235599"": 10, ""1857226"": 10, ""1625556"": 10, ""1439480"": 10}",91,91,50,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
2,2dmkqbvs,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:34:32.806211+00:00,1,,,670,2,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Approve""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",,10,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 0, ""1439480"": 10}",91,91,10,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
3,5h5zwiy9,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:35:02.391055+00:00,1,,,410,3,"{""1439480"":""Approve"",""1534293"":""Approve"",""1625556"":""Approve""}","{""1439480"":""Approve"",""1534293"":""Approve""}","{""1439480"":""Approve"",""1534293"":""Approve"",""1625556"":""Approve""}",,10,"{""1534293"": -10, ""1625556"": 10, ""1439480"": 10}",91,91,10,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
4,mo5c27jm,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:34:16.399180+00:00,1,,,530,4,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",,10,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 0, ""1439480"": 10}",91,91,10,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
5,h2xq8w4v,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:33:17.210318+00:00,1,,,520,5,"{""1334596"":""Reject"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Approve"",""3158207"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}",,30,"{""1438057"": 10, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 10, ""1625556"": 0, ""1439480"": 10}",91,91,30,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
6,gxfnu4l3,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:35:22.447929+00:00,1,,,440,6,"{""1334596"":""Reject"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Approve"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1439480"":""Approve"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Approve"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",,40,"{""1438057"": 10, ""1534293"": -10, ""1470353"": 10, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 10, ""1439480"": 10}",91,91,40,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
7,wug8jghs,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},91,91,0,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
8,pt3zdnam,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},91,91,0,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
9,k1rwr5i9,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},91,91,0,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
10,9jhq2x4n,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},91,91,0,1,91,1,ch2uglgu,sep25-11:30-6subj,,,,,0
1,64ze8dic,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:32:43.097340+00:00,1,,,610,1,"{""1227988"":""Reject"",""1325134"":""Reject"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Approve"",""3105437"":""Reject"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Reject"",""1683861"":""Approve"",""1866661"":""Approve"",""2175528"":""Approve"",""3105437"":""Reject"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Reject"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Approve"",""3105437"":""Reject"",""3154245"":""Approve""}",,60,"{""3154245"": 10, ""1227988"": 0, ""1683861"": 10, ""2175528"": 10, ""1531491"": 0, ""1347768"": 0, ""1325134"": 10, ""1866661"": 10, ""3105437"": 0, ""1508178"": 10}",92,92,60,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
2,2dmkqbvs,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:34:32.806211+00:00,1,,,670,2,"{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Approve"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Approve"",""1531491"":""Approve"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Reject""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1531491"":""Approve"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}",,40,"{""3154245"": 10, ""1227988"": 0, ""1683861"": 10, ""2175528"": 0, ""1531491"": 10, ""1347768"": 0, ""1325134"": -10, ""1866661"": 0, ""3105437"": 10, ""1508178"": 10}",92,92,40,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
3,5h5zwiy9,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:35:02.391055+00:00,1,,,410,3,"{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Reject"",""1508178"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}",{},,30,"{""3154245"": 10, ""1227988"": 0, ""1683861"": 10, ""2175528"": 0, ""1347768"": 0, ""1325134"": -10, ""1866661"": 0, ""3105437"": 10, ""1508178"": 10}",92,92,30,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
4,mo5c27jm,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:34:16.399180+00:00,1,,,530,4,"{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Approve"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Approve"",""3105437"":""Approve"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Approve"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Approve"",""3105437"":""Approve"",""3154245"":""Approve""}",{},,40,"{""3154245"": 10, ""1227988"": 0, ""1683861"": 10, ""2175528"": 10, ""1531491"": 0, ""1347768"": 10, ""1325134"": -10, ""1866661"": 10, ""3105437"": 10, ""1508178"": -10}",92,92,40,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
5,h2xq8w4v,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:33:17.210318+00:00,1,,,520,5,"{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}","{""1227988"":""Approve"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Approve"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}","{""1227988"":""Reject"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Reject"",""3105437"":""Approve"",""3154245"":""Approve""}",,40,"{""3154245"": 10, ""1227988"": 0, ""1683861"": 10, ""2175528"": 0, ""1531491"": 0, ""1347768"": 10, ""1325134"": -10, ""1866661"": 0, ""3105437"": 10, ""1508178"": 10}",92,92,40,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
6,gxfnu4l3,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:35:22.447929+00:00,1,,,440,6,"{""1227988"":""Approve"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Approve"",""3105437"":""Reject"",""3154245"":""Approve""}","{""1227988"":""Approve"",""1325134"":""Approve"",""1347768"":""Approve"",""1508178"":""Reject"",""1531491"":""Reject"",""1683861"":""Reject"",""1866661"":""Reject"",""2175528"":""Approve"",""3105437"":""Reject"",""3154245"":""Approve""}",{},,50,"{""3154245"": 10, ""1227988"": 10, ""1683861"": 10, ""2175528"": 10, ""1531491"": 0, ""1347768"": 10, ""1325134"": -10, ""1866661"": 0, ""3105437"": 0, ""1508178"": 10}",92,92,50,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
7,wug8jghs,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},92,92,0,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
8,pt3zdnam,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},92,92,0,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
9,k1rwr5i9,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},92,92,0,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
10,9jhq2x4n,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},92,92,0,1,92,2,ch2uglgu,sep25-11:30-6subj,,,,,0
1,64ze8dic,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:32:43.097340+00:00,1,,,610,1,"{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Reject"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Reject""}","{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Reject"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Reject""}",{},,50,"{""3198607"": 10, ""3235332"": 0, ""1530989"": -10, ""3161131"": 10, ""2215152"": 0, ""3155823"": 10, ""2485187"": 10, ""3155053"": 10, ""2794690"": 0, ""1358466"": 10}",93,93,50,1,93,3,ch2uglgu,sep25-11:30-6subj,,,,,0
2,2dmkqbvs,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:34:32.806211+00:00,1,,,670,2,"{""1358466"":""Reject"",""1530989"":""Reject"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}","{""1358466"":""Reject"",""1530989"":""Reject"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Approve"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}","{""1358466"":""Reject"",""1530989"":""Reject"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}",,90,"{""3198607"": 10, ""3235332"": 10, ""1530989"": 10, ""3161131"": 10, ""2215152"": 0, ""3155823"": 10, ""2485187"": 10, ""3155053"": 10, ""2794690"": 10, ""1358466"": 10}",93,93,90,1,93,3,ch2uglgu,sep25-11:30-6subj,,,,,0
3,5h5zwiy9,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:35:02.391055+00:00,1,,,410,3,"{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Reject"",""3155823"":""Reject"",""3198607"":""Reject"",""3235332"":""Reject""}","{""1358466"":""Reject"",""1530989"":""Approve"",""2485187"":""Approve"",""2794690"":""Reject"",""3155823"":""Approve"",""3198607"":""Reject"",""3235332"":""Reject""}","{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Reject"",""2485187"":""Approve"",""2794690"":""Reject"",""3155823"":""Reject"",""3198607"":""Reject"",""3235332"":""Reject""}",,10,"{""3235332"": 0, ""1530989"": -10, ""2215152"": 0, ""3155823"": 0, ""2485187"": 10, ""1358466"": 10, ""2794690"": 0, ""3198607"": 0}",93,93,10,1,93,3,ch2uglgu,sep25-11:30-6subj,,,,,0
4,mo5c27jm,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-25 15:34:16.399180+00:00,1,,,530,4,"{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Approve"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}","{""1358466"":""Approve"",""1530989"":""Approve"",""2215152"":""Approve"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}","{""1358466"":""Reject"",""1530989"":""Approve"",""2215152"":""Approve"",""2485187"":""Approve"",""2794690"":""Approve"",""3155053"":""Reject"",""3155823"":""Approve"",""3161131"":""Reject"",""3198607"":""Approve"",""3235332"":""Approve""}",,80,"{""3198607"": 10, ""3235332"": 10, ""1530989"": -10, ""3161131"": 10, ""2215152"": 10, ""3155823"": 10, ""2485187"": 10, ""3155053"": 10, ""2794690"": 10, ""1358466"": 10}",93,93,80,1,93,3,ch2uglgu,sep25-11:30-6subj,,,,,0
