participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._round_number,participant._current_page_name,participant.ip_address,participant.time_started,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.decisions,player.decisions_initial,player.decisions_final,player.show_ai,player.points,player.decisions_result,player.subsession_id,player.group_id,player.payoff,group.id_in_subsession,group.subsession_id,subsession.round_number,session.code,session.label,session.experimenter_name,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
2,26k24xox,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:27:39.646924+00:00,1,,,560,2,"{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Approve"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Approve"",""1618903"":""Reject"",""2380536"":""Reject"",""3054732"":""Approve"",""3064937"":""Approve""}","{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Approve"",""1510063"":""Reject"",""1544722"":""Approve"",""1559058"":""Approve"",""1618903"":""Reject"",""2380536"":""Approve"",""3054732"":""Approve"",""3064937"":""Approve""}","{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Approve"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Approve"",""1618903"":""Reject"",""2380536"":""Reject"",""3054732"":""Approve"",""3064937"":""Approve""}",,60,"{""1559058"": 10, ""1510063"": 10, ""1313388"": 10, ""3054732"": 10, ""2380536"": 0, ""1318579"": 10, ""1544722"": 0, ""1618903"": 10, ""1428542"": -10, ""3064937"": 10}",118,118,60,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
3,5xim4tv1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:26:41.085972+00:00,1,,,430,3,"{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Reject"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Approve"",""3054732"":""Reject"",""3064937"":""Approve""}","{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Reject"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Approve"",""3054732"":""Reject"",""3064937"":""Reject""}","{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Reject"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Approve"",""3054732"":""Reject"",""3064937"":""Approve""}",,70,"{""1559058"": 0, ""1510063"": 10, ""1313388"": 10, ""3054732"": 0, ""2380536"": 10, ""1318579"": 10, ""1544722"": 0, ""1618903"": 10, ""1428542"": 10, ""3064937"": 10}",118,118,70,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
4,5s4vpwud,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:28:03.239394+00:00,1,,,500,4,"{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Approve"",""1510063"":""Reject"",""1544722"":""Approve"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Approve"",""3054732"":""Approve"",""3064937"":""Reject""}","{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Approve"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Approve"",""3054732"":""Approve"",""3064937"":""Reject""}","{""1313388"":""Approve"",""1318579"":""Approve"",""1428542"":""Approve"",""1510063"":""Reject"",""1544722"":""Approve"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Approve"",""3054732"":""Approve"",""3064937"":""Reject""}",,60,"{""1559058"": 0, ""1510063"": 10, ""1313388"": 10, ""3054732"": 10, ""2380536"": 10, ""1318579"": 10, ""1544722"": 10, ""1618903"": 10, ""1428542"": -10, ""3064937"": 0}",118,118,60,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
5,xw461uzk,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:25:54.369016+00:00,1,,,300,5,"{""1313388"":""Reject"",""1318579"":""Reject"",""1428542"":""Reject"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Reject"",""3054732"":""Reject"",""3064937"":""Reject""}","{""1313388"":""Reject"",""1318579"":""Reject"",""1428542"":""Reject"",""1510063"":""Reject"",""1544722"":""Reject"",""1559058"":""Reject"",""1618903"":""Reject"",""2380536"":""Reject"",""3054732"":""Reject"",""3064937"":""Reject""}",{},,30,"{""1559058"": 0, ""1510063"": 10, ""1313388"": 0, ""3054732"": 0, ""2380536"": 0, ""1318579"": 0, ""1544722"": 0, ""1618903"": 10, ""1428542"": 10, ""3064937"": 0}",118,118,30,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
6,1c71bwxh,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:27:03.206207+00:00,1,,,430,6,"{""1313388"":""Reject"",""1318579"":""Approve"",""1428542"":""Reject"",""1510063"":""Approve"",""1544722"":""Approve"",""1559058"":""Reject"",""1618903"":""Approve"",""2380536"":""Approve"",""3054732"":""Reject"",""3064937"":""Reject""}","{""1313388"":""Reject"",""1318579"":""Approve"",""1428542"":""Reject"",""1510063"":""Approve"",""1544722"":""Approve"",""1559058"":""Reject"",""1618903"":""Approve"",""2380536"":""Approve"",""3054732"":""Reject"",""3064937"":""Reject""}",{},,20,"{""1559058"": 0, ""1510063"": -10, ""1313388"": 0, ""3054732"": 0, ""2380536"": 10, ""1318579"": 10, ""1544722"": 10, ""1618903"": -10, ""1428542"": 10, ""3064937"": 0}",118,118,20,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
7,b2sv4jrs,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},118,118,0,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
8,yl0ar1tj,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},118,118,0,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
9,aladai5w,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},118,118,0,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
10,8lhudgpt,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},118,118,0,1,118,8,c2wdmbnr,sep26-11:30am-6subj,,,,,0
1,aq8obfmt,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:25:31.070973+00:00,1,,,690,1,"{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Approve"",""2644637"":""Approve"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}","{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Approve"",""2644637"":""Approve"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}",{},,90,"{""1600579"": 10, ""3056242"": 0, ""2644637"": 10, ""1678556"": 10, ""2373125"": 10, ""2836821"": 10, ""2974581"": 10, ""3239736"": 10, ""1475237"": 10, ""2635597"": 10}",119,119,90,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
2,26k24xox,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:27:39.646924+00:00,1,,,560,2,"{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Approve"",""2644637"":""Approve"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}","{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Approve"",""2644637"":""Approve"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Approve"",""3239736"":""Approve""}","{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Approve"",""2644637"":""Approve"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}",,90,"{""1600579"": 10, ""3056242"": 0, ""2644637"": 10, ""1678556"": 10, ""2373125"": 10, ""2836821"": 10, ""2974581"": 10, ""3239736"": 10, ""1475237"": 10, ""2635597"": 10}",119,119,90,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
3,5xim4tv1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:26:41.085972+00:00,1,,,430,3,"{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Approve"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Reject"",""2836821"":""Reject"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}","{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Approve"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Reject"",""2836821"":""Reject"",""2974581"":""Reject"",""3056242"":""Reject"",""3239736"":""Approve""}","{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Approve"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Reject"",""2836821"":""Reject"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}",,40,"{""1600579"": 10, ""3056242"": 0, ""2644637"": 0, ""1678556"": -10, ""2373125"": 10, ""2836821"": 0, ""2974581"": 10, ""3239736"": 10, ""1475237"": 10, ""2635597"": 0}",119,119,40,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
4,5s4vpwud,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:28:03.239394+00:00,1,,,500,4,"{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Approve"",""2373125"":""Reject"",""2635597"":""Approve"",""2644637"":""Reject"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}","{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Approve"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Reject"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}","{""1475237"":""Reject"",""1600579"":""Approve"",""1678556"":""Approve"",""2373125"":""Reject"",""2635597"":""Approve"",""2644637"":""Reject"",""2836821"":""Approve"",""2974581"":""Approve"",""3056242"":""Reject"",""3239736"":""Approve""}",,60,"{""1600579"": 10, ""3056242"": 0, ""2644637"": 0, ""1678556"": -10, ""2373125"": 10, ""2836821"": 10, ""2974581"": 10, ""3239736"": 10, ""1475237"": 10, ""2635597"": 10}",119,119,60,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
5,xw461uzk,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:25:54.369016+00:00,1,,,300,5,"{""1475237"":""Reject"",""1600579"":""Reject"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Reject"",""2836821"":""Reject"",""2974581"":""Reject"",""3056242"":""Reject"",""3239736"":""Reject""}","{""1475237"":""Reject"",""1600579"":""Reject"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Reject"",""2836821"":""Reject"",""2974581"":""Reject"",""3056242"":""Reject"",""3239736"":""Reject""}",{},,30,"{""1600579"": 0, ""3056242"": 0, ""2644637"": 0, ""1678556"": 10, ""2373125"": 10, ""2836821"": 0, ""2974581"": 0, ""3239736"": 0, ""1475237"": 10, ""2635597"": 0}",119,119,30,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
6,1c71bwxh,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:27:03.206207+00:00,1,,,430,6,"{""1475237"":""Reject"",""1600579"":""Reject"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Approve"",""2836821"":""Approve"",""2974581"":""Reject"",""3056242"":""Approve"",""3239736"":""Reject""}","{""1475237"":""Reject"",""1600579"":""Reject"",""1678556"":""Reject"",""2373125"":""Reject"",""2635597"":""Reject"",""2644637"":""Approve"",""2836821"":""Approve"",""2974581"":""Reject"",""3056242"":""Approve"",""3239736"":""Reject""}",{},,60,"{""1600579"": 0, ""3056242"": 10, ""2644637"": 10, ""1678556"": 10, ""2373125"": 10, ""2836821"": 10, ""2974581"": 0, ""3239736"": 0, ""1475237"": 10, ""2635597"": 0}",119,119,60,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
7,b2sv4jrs,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},119,119,0,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
8,yl0ar1tj,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},119,119,0,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
9,aladai5w,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},119,119,0,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
10,8lhudgpt,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},119,119,0,1,119,9,c2wdmbnr,sep26-11:30am-6subj,,,,,0
1,aq8obfmt,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:25:31.070973+00:00,1,,,690,1,"{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}",,80,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 10, ""1528128"": 10, ""1508682"": 10, ""1427798"": 10, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": 10}",120,120,80,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
2,26k24xox,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:27:39.646924+00:00,1,,,560,2,"{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}",,60,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 10, ""1528128"": 10, ""1508682"": 10, ""1427798"": 10, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": -10}",120,120,60,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
3,5xim4tv1,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:26:41.085972+00:00,1,,,430,3,"{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Reject"",""3151559"":""Reject"",""3157428"":""Reject""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Reject"",""2604708"":""Reject"",""3151559"":""Reject"",""3157428"":""Reject""}","{""1290462"":""Reject"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Reject"",""3151559"":""Reject"",""3157428"":""Reject""}",,80,"{""3151559"": 10, ""2604708"": 0, ""1592631"": 10, ""1528128"": 10, ""1508682"": 10, ""1427798"": 10, ""3157428"": 0, ""1454668"": 10, ""1328666"": 10, ""1290462"": 10}",120,120,80,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
4,5s4vpwud,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:28:03.239394+00:00,1,,,500,4,"{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Reject"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Reject"",""2604708"":""Approve"",""3151559"":""Reject"",""3157428"":""Approve""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Reject"",""1454668"":""Approve"",""1508682"":""Approve"",""1528128"":""Reject"",""1592631"":""Reject"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}",,20,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 0, ""1528128"": 10, ""1508682"": -10, ""1427798"": 0, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": -10}",120,120,20,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
5,xw461uzk,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:25:54.369016+00:00,1,,,300,5,"{""1290462"":""Reject"",""1328666"":""Reject"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Reject"",""2604708"":""Reject"",""3151559"":""Reject"",""3157428"":""Reject""}","{""1290462"":""Reject"",""1328666"":""Reject"",""1427798"":""Reject"",""1454668"":""Reject"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Reject"",""2604708"":""Reject"",""3151559"":""Reject"",""3157428"":""Reject""}",{},,40,"{""3151559"": 10, ""2604708"": 0, ""1592631"": 0, ""1528128"": 10, ""1508682"": 10, ""1427798"": 0, ""3157428"": 0, ""1454668"": 0, ""1328666"": 0, ""1290462"": 10}",120,120,40,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
6,1c71bwxh,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 15:27:03.206207+00:00,1,,,430,6,"{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}","{""1290462"":""Approve"",""1328666"":""Approve"",""1427798"":""Approve"",""1454668"":""Approve"",""1508682"":""Reject"",""1528128"":""Reject"",""1592631"":""Approve"",""2604708"":""Approve"",""3151559"":""Approve"",""3157428"":""Approve""}",{},,60,"{""3151559"": -10, ""2604708"": 10, ""1592631"": 10, ""1528128"": 10, ""1508682"": 10, ""1427798"": 10, ""3157428"": 10, ""1454668"": 10, ""1328666"": 10, ""1290462"": -10}",120,120,60,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
7,b2sv4jrs,,0,0,80,,,,,,0,,,0,7,{},{},{},,0,{},120,120,0,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
8,yl0ar1tj,,0,0,80,,,,,,0,,,0,8,{},{},{},,0,{},120,120,0,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
9,aladai5w,,0,0,80,,,,,,0,,,0,9,{},{},{},,0,{},120,120,0,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
10,8lhudgpt,,0,0,80,,,,,,0,,,0,10,{},{},{},,0,{},120,120,0,1,120,10,c2wdmbnr,sep26-11:30am-6subj,,,,,0
1,yttx4da8,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 16:47:18.920060+00:00,1,,,390,1,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Approve"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Approve"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3235599"":""Approve""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Approve"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}",,30,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 10, ""1334596"": 10, ""3235599"": 0, ""1857226"": 10, ""1625556"": 0, ""1439480"": 10}",121,121,30,1,121,1,q3ns6r3n,sep26-1pm-8subj,,,,,0
2,y5gqpa5x,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 16:49:12.167623+00:00,1,,,420,2,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",{},,10,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 0, ""1439480"": 10}",121,121,10,1,121,1,q3ns6r3n,sep26-1pm-8subj,,,,,0
3,bnr3861w,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 16:48:16.140620+00:00,1,,,530,3,"{""1334596"":""Approve"",""1438057"":""Reject"",""1439480"":""Reject"",""1470353"":""Approve"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Approve"",""1438057"":""Reject"",""1439480"":""Reject"",""1470353"":""Approve"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Approve"",""3235599"":""Reject""}","{""1334596"":""Approve"",""1438057"":""Reject"",""1439480"":""Reject"",""1470353"":""Approve"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",,0,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 10, ""3158207"": 0, ""1529432"": 0, ""1334596"": -10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 10, ""1439480"": 0}",121,121,0,1,121,1,q3ns6r3n,sep26-1pm-8subj,,,,,0
4,0t57vjf8,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 16:49:35.858255+00:00,1,,,450,4,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1534293"":""Approve"",""1625556"":""Reject"",""3158207"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Reject"",""3235599"":""Reject""}",,20,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 10, ""1625556"": 0, ""1439480"": 10}",121,121,20,1,121,1,q3ns6r3n,sep26-1pm-8subj,,,,,0
5,yvlzrd8z,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 16:47:46.585849+00:00,1,,,510,5,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Approve"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",{},,10,"{""1438057"": 0, ""1534293"": -10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 0, ""1439480"": 10}",121,121,10,1,121,1,q3ns6r3n,sep26-1pm-8subj,,,,,0
6,6xu38i8j,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 16:48:42.557824+00:00,1,,,540,6,"{""1334596"":""Approve"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Approve"",""1529432"":""Reject"",""1534293"":""Reject"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Approve"",""3235599"":""Reject""}","{""1334596"":""Approve"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Approve"",""1529432"":""Reject"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Approve"",""3235599"":""Reject""}","{""1334596"":""Approve"",""1438057"":""Approve"",""1439480"":""Approve"",""1470353"":""Approve"",""1529432"":""Reject"",""1534293"":""Reject"",""1625556"":""Reject"",""1857226"":""Approve"",""3158207"":""Approve"",""3235599"":""Reject""}",,50,"{""1438057"": 10, ""1534293"": 10, ""1470353"": 10, ""3158207"": 10, ""1529432"": 0, ""1334596"": -10, ""3235599"": 0, ""1857226"": 10, ""1625556"": 0, ""1439480"": 10}",121,121,50,1,121,1,q3ns6r3n,sep26-1pm-8subj,,,,,0
7,h4uwx9d5,,0,80,80,unnamed_project,10,EndOfExperiment,150.210.231.20,2018-09-26 17:03:31.214207+00:00,1,,,430,7,"{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Reject"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}","{""1534293"":""Reject"",""1625556"":""Reject"",""1857226"":""Reject"",""3158207"":""Reject""}","{""1334596"":""Reject"",""1438057"":""Reject"",""1439480"":""Approve"",""1470353"":""Reject"",""1529432"":""Reject"",""1534293"":""Reject"",""1625556"":""Approve"",""1857226"":""Reject"",""3158207"":""Reject"",""3235599"":""Reject""}",,40,"{""1438057"": 0, ""1534293"": 10, ""1470353"": 0, ""3158207"": 0, ""1529432"": 0, ""1334596"": 10, ""3235599"": 0, ""1857226"": 0, ""1625556"": 10, ""1439480"": 10}",121,121,40,1,121,1,q3ns6r3n,sep26-1pm-8subj,,,,,0
